epoch,lr-AdamW,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
,1e-05,0,,,,,,
0,,189,,,,,0.9955820441246033,0.013483909890055656
0,,189,,,0.9684482216835022,0.0772240161895752,,
,1e-05,190,,,,,,
1,,379,,,,,0.9992316365242004,0.0035897495690733194
1,,379,,,0.99923175573349,0.0033267904072999954,,
,1e-05,380,,,,,,
2,,569,,,,,0.9982712268829346,0.006557224318385124
2,,569,,,0.9999451041221619,0.00037352662184275687,,
,1e-05,570,,,,,,
3,,759,,,,,0.990395724773407,0.028207143768668175
3,,759,,,0.9979696869850159,0.005726337898522615,,
,1e-05,760,,,,,,
4,,949,,,,,0.9990395903587341,0.0029089816380292177
4,,949,,,0.999780535697937,0.0014155610697343946,,
5,,950,0.9992316365242004,0.003145314985886216,,,,
0,,0,0.5589703917503357,0.730664074420929,,,,
